timestamp,type,killerId,killerTeam,x,y,killType
162499,CHAMPION_KILL,9,Red,13599,2927,5_KILL
162499,CHAMPION_SPECIAL_KILL,9,Red,13658,3319,KILL_FIRST_BLOOD
162532,CHAMPION_KILL,5,Blue,13793,3664,10_KILL
216637,CHAMPION_KILL,6,Red,6229,10899,2_KILL
228332,CHAMPION_KILL,3,Blue,7107,8941,8_KILL
231700,CHAMPION_KILL,7,Red,7096,8734,3_KILL
238107,CHAMPION_KILL,5,Blue,14117,4954,9_KILL
238834,CHAMPION_KILL,9,Red,14037,5244,5_KILL
246926,CHAMPION_KILL,10,Red,13561,4358,4_KILL
290893,CHAMPION_KILL,7,Red,7832,8050,3_KILL
338897,CHAMPION_KILL,4,Blue,11260,1810,7_KILL
341770,CHAMPION_KILL,4,Blue,11937,1253,10_KILL
341770,CHAMPION_SPECIAL_KILL,4,Blue,11219,1257,KILL_MULTI
342398,CHAMPION_KILL,9,Red,11636,1343,5_KILL
344314,CHAMPION_KILL,6,Red,1120,10861,1_KILL
346691,CHAMPION_KILL,9,Red,10666,1292,4_KILL
346691,CHAMPION_SPECIAL_KILL,9,Red,11429,1260,KILL_MULTI
351978,CHAMPION_KILL,6,Red,1142,11992,2_KILL
351978,CHAMPION_SPECIAL_KILL,6,Red,1450,12089,KILL_MULTI
354653,CHAMPION_KILL,2,Blue,2175,11870,6_KILL
372359,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
385937,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
405558,ELITE_MONSTER_KILL,7,Red,10113,4752,DRAGON
432477,CHAMPION_KILL,8,Red,1272,11839,1_KILL
457451,CHAMPION_KILL,3,Blue,13623,4528,9_KILL
457682,CHAMPION_KILL,9,Red,13386,4401,5_KILL
462278,CHAMPION_KILL,2,Blue,13145,4638,10_KILL
465779,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
476382,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
492405,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
510108,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
512322,CHAMPION_KILL,8,Red,4866,7985,3_KILL
512355,ELITE_MONSTER_KILL,2,Blue,4986,10369,RIFTHERALD
517540,CHAMPION_KILL,7,Red,4080,10059,2_KILL
553755,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
562279,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
581341,CHAMPION_KILL,6,Red,1519,10627,1_KILL
591778,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
600003,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
603769,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
603901,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
603901,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
603901,BUILDING_KILL,2,Blue,13866,4505,TOWER_BUILDING
622165,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
632006,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
640098,CHAMPION_KILL,7,Red,7955,8194,2_KILL
640429,CHAMPION_KILL,8,Red,6762,7246,3_KILL
644226,CHAMPION_KILL,2,Blue,7440,7055,10_KILL
647200,CHAMPION_KILL,2,Blue,8509,7716,7_KILL
647200,CHAMPION_SPECIAL_KILL,2,Blue,7955,8194,KILL_MULTI
656680,CHAMPION_KILL,8,Red,8184,8750,5_KILL
675224,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
675290,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
680541,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
724844,ELITE_MONSTER_KILL,7,Red,10010,4586,DRAGON
780977,CHAMPION_KILL,9,Red,2730,7402,2_KILL
782268,CHAMPION_KILL,6,Red,1643,9855,1_KILL
787390,CHAMPION_KILL,9,Red,5718,6181,4_KILL
787390,CHAMPION_SPECIAL_KILL,9,Red,5157,5855,KILL_MULTI
800966,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
800966,BUILDING_KILL,6,Red,981,10441,TOWER_BUILDING
884809,CHAMPION_KILL,8,Red,2833,11974,1_KILL
906796,ELITE_MONSTER_KILL,7,Red,5042,10337,RIFTHERALD
920402,CHAMPION_KILL,9,Red,6839,6701,5_KILL
920765,CHAMPION_KILL,7,Red,6910,6430,4_KILL
