timestamp,type,killerId,killerTeam,x,y,killType
59722,CHAMPION_KILL,7,Red,10470,835,4_KILL
59722,CHAMPION_SPECIAL_KILL,7,Red,9981,1417,KILL_FIRST_BLOOD
62733,CHAMPION_KILL,10,Red,10422,892,5_KILL
63228,CHAMPION_KILL,0,No team,9872,1758,7_KILL
122849,CHAMPION_KILL,2,Blue,8796,10847,6_KILL
129424,CHAMPION_KILL,3,Blue,8553,9953,7_KILL
130216,CHAMPION_KILL,8,Red,8407,9700,2_KILL
144653,CHAMPION_KILL,3,Blue,7604,10205,8_KILL
161133,CHAMPION_KILL,4,Blue,13036,3689,9_KILL
183171,CHAMPION_KILL,10,Red,13898,5712,5_KILL
183898,CHAMPION_KILL,10,Red,13422,4709,4_KILL
183898,CHAMPION_SPECIAL_KILL,10,Red,14001,4927,KILL_MULTI
226208,CHAMPION_KILL,5,Blue,7755,8660,8_KILL
227166,CHAMPION_KILL,7,Red,6870,8416,3_KILL
231064,CHAMPION_KILL,5,Blue,6724,8706,7_KILL
231064,CHAMPION_SPECIAL_KILL,5,Blue,6601,8493,KILL_MULTI
240874,CHAMPION_KILL,6,Red,1381,11480,1_KILL
298973,CHAMPION_KILL,10,Red,9758,974,4_KILL
300201,CHAMPION_KILL,1,Blue,4352,14046,6_KILL
303767,CHAMPION_KILL,5,Blue,10817,1626,10_KILL
311563,CHAMPION_KILL,8,Red,10333,1275,5_KILL
326591,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
344228,CHAMPION_KILL,10,Red,7953,10210,2_KILL
345219,CHAMPION_KILL,5,Blue,8024,6657,8_KILL
385615,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
407051,CHAMPION_KILL,10,Red,6214,5061,2_KILL
413426,CHAMPION_KILL,8,Red,5675,5551,3_KILL
415870,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
417886,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
439692,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
445835,CHAMPION_KILL,3,Blue,8541,7500,10_KILL
464730,CHAMPION_KILL,6,Red,817,7115,1_KILL
466810,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
476257,ELITE_MONSTER_KILL,2,Blue,9866,4414,DRAGON
487752,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
489866,CHAMPION_KILL,8,Red,6769,6222,5_KILL
491352,CHAMPION_KILL,2,Blue,7399,6020,8_KILL
522136,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
526924,CHAMPION_KILL,9,Red,10364,1651,5_KILL
527485,CHAMPION_KILL,7,Red,4791,8234,3_KILL
530360,CHAMPION_KILL,10,Red,10518,867,4_KILL
540379,CHAMPION_KILL,10,Red,10183,881,2_KILL
544903,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
560892,CHAMPION_KILL,4,Blue,11055,1835,9_KILL
599733,CHAMPION_KILL,10,Red,13511,3479,4_KILL
601880,CHAMPION_KILL,8,Red,3924,9604,2_KILL
626584,CHAMPION_KILL,6,Red,1673,10361,3_KILL
631670,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
632793,CHAMPION_KILL,6,Red,1770,9766,1_KILL
632793,CHAMPION_SPECIAL_KILL,6,Red,2033,9753,KILL_MULTI
639333,CHAMPION_KILL,5,Blue,2224,9456,6_KILL
648215,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
689309,CHAMPION_KILL,4,Blue,10806,2023,9_KILL
696509,CHAMPION_KILL,7,Red,11819,2875,5_KILL
697831,CHAMPION_KILL,10,Red,12119,2197,4_KILL
714842,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
714842,BUILDING_KILL,0,Red,10504,1029,TOWER_BUILDING
715436,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
726171,CHAMPION_KILL,8,Red,6093,6178,3_KILL
736774,CHAMPION_KILL,8,Red,5990,6226,2_KILL
745858,ELITE_MONSTER_KILL,6,Red,4480,10154,RIFTHERALD
761348,CHAMPION_KILL,5,Blue,8225,1481,7_KILL
764090,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
773107,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
777896,CHAMPION_KILL,10,Red,6713,7110,5_KILL
779976,CHAMPION_KILL,1,Blue,6432,6854,10_KILL
780808,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
780808,BUILDING_KILL,6,Red,981,10441,TOWER_BUILDING
799601,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
826091,CHAMPION_KILL,9,Red,8529,5767,2_KILL
827380,CHAMPION_KILL,5,Blue,9573,6321,7_KILL
828602,CHAMPION_KILL,8,Red,9154,5527,5_KILL
831211,CHAMPION_KILL,8,Red,8518,6760,3_KILL
831211,CHAMPION_SPECIAL_KILL,8,Red,8366,6225,KILL_MULTI
843860,CHAMPION_KILL,4,Blue,5979,5568,9_KILL
849342,BUILDING_KILL,8,Red,5846,6396,TOWER_BUILDING
854627,CHAMPION_KILL,8,Red,4658,5206,4_KILL
856377,CHAMPION_KILL,10,Red,4766,5538,1_KILL
856542,CHAMPION_KILL,1,Blue,4855,5754,8_KILL
883362,ELITE_MONSTER_KILL,7,Red,10232,4786,DRAGON
