timestamp,type,killerId,killerTeam,x,y,killType
127943,CHAMPION_KILL,3,Blue,8566,8930,8_KILL
127943,CHAMPION_SPECIAL_KILL,3,Blue,7762,7981,KILL_FIRST_BLOOD
176201,CHAMPION_KILL,7,Red,6102,6376,3_KILL
179331,CHAMPION_KILL,3,Blue,6839,7341,7_KILL
254811,CHAMPION_KILL,7,Red,8214,7466,3_KILL
410054,CHAMPION_KILL,4,Blue,13815,3533,10_KILL
415922,CHAMPION_KILL,8,Red,6635,6199,3_KILL
449967,CHAMPION_KILL,1,Blue,3774,12752,6_KILL
492621,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
536122,CHAMPION_KILL,7,Red,5548,7503,3_KILL
551970,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
560828,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
565111,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
572751,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
577000,ELITE_MONSTER_KILL,7,Red,4870,10346,RIFTHERALD
604043,ELITE_MONSTER_KILL,2,Blue,10244,4704,DRAGON
627313,CHAMPION_KILL,10,Red,11585,3441,4_KILL
655983,CHAMPION_KILL,1,Blue,4014,13189,6_KILL
656376,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
659940,CHAMPION_KILL,2,Blue,10936,3621,10_KILL
661131,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
661131,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
661131,BUILDING_KILL,7,Red,5846,6396,TOWER_BUILDING
681671,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
685372,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
694028,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
750251,CHAMPION_KILL,8,Red,5265,5649,3_KILL
753646,CHAMPION_KILL,2,Blue,4668,6068,7_KILL
775472,CHAMPION_KILL,8,Red,10466,842,4_KILL
781943,CHAMPION_KILL,8,Red,7542,1196,5_KILL
781943,CHAMPION_SPECIAL_KILL,8,Red,8139,1091,KILL_MULTI
783426,CHAMPION_KILL,5,Blue,11563,1778,9_KILL
798655,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
