timestamp,type,killerId,killerTeam,x,y,killType
175125,CHAMPION_KILL,8,Red,6422,7028,3_KILL
175125,CHAMPION_SPECIAL_KILL,8,Red,6629,7046,KILL_FIRST_BLOOD
177206,CHAMPION_KILL,2,Blue,6138,7335,8_KILL
221837,CHAMPION_KILL,4,Blue,13115,2852,9_KILL
227453,CHAMPION_KILL,2,Blue,11975,1835,7_KILL
230558,CHAMPION_KILL,4,Blue,11364,1821,10_KILL
230558,CHAMPION_SPECIAL_KILL,4,Blue,11490,1687,KILL_MULTI
293888,CHAMPION_KILL,8,Red,8944,7345,3_KILL
296332,CHAMPION_KILL,2,Blue,8957,8212,10_KILL
299801,CHAMPION_KILL,7,Red,7695,7553,2_KILL
353429,CHAMPION_KILL,8,Red,2585,13569,1_KILL
358152,CHAMPION_KILL,2,Blue,1652,13524,8_KILL
365915,CHAMPION_KILL,9,Red,12238,1664,4_KILL
374270,CHAMPION_KILL,2,Blue,3873,13351,6_KILL
376219,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
388146,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
414245,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
438931,CHAMPION_KILL,3,Blue,7680,7609,8_KILL
497597,CHAMPION_KILL,4,Blue,13636,3095,10_KILL
521449,CHAMPION_KILL,8,Red,12022,1178,4_KILL
524257,CHAMPION_KILL,9,Red,12857,1757,2_KILL
541816,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
554071,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
631568,CHAMPION_KILL,4,Blue,13551,4467,10_KILL
633253,CHAMPION_KILL,9,Red,13315,3968,4_KILL
667880,CHAMPION_KILL,8,Red,2525,12915,1_KILL
675972,CHAMPION_KILL,2,Blue,2735,13553,8_KILL
692655,CHAMPION_KILL,9,Red,10789,1892,5_KILL
704844,CHAMPION_KILL,4,Blue,12368,3460,9_KILL
711020,ELITE_MONSTER_KILL,2,Blue,4608,9861,RIFTHERALD
712507,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
776074,CHAMPION_KILL,1,Blue,4292,14034,6_KILL
776602,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
779611,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
779611,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
784612,CHAMPION_KILL,8,Red,4443,14057,1_KILL
803081,CHAMPION_KILL,4,Blue,13503,3592,10_KILL
805129,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
805129,BUILDING_KILL,3,Blue,8955,8510,TOWER_BUILDING
808663,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
808795,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
857892,BUILDING_KILL,1,Blue,4318,13875,TOWER_BUILDING
874709,ELITE_MONSTER_KILL,7,Red,10336,4813,DRAGON
914687,CHAMPION_KILL,9,Red,13178,3296,5_KILL
915975,CHAMPION_KILL,2,Blue,13642,3309,7_KILL
920602,CHAMPION_KILL,3,Blue,13168,4365,10_KILL
928066,CHAMPION_KILL,2,Blue,12264,2244,8_KILL
934444,CHAMPION_KILL,6,Red,13207,2835,3_KILL
938278,CHAMPION_KILL,6,Red,11272,1812,2_KILL
938278,CHAMPION_SPECIAL_KILL,6,Red,11517,1889,KILL_MULTI
1034159,CHAMPION_KILL,2,Blue,6826,13865,10_KILL
1039808,CHAMPION_KILL,3,Blue,7445,14060,9_KILL
1050409,CHAMPION_KILL,6,Red,6545,13372,3_KILL
1084039,BUILDING_KILL,4,Blue,13866,4505,TOWER_BUILDING
1089260,CHAMPION_KILL,7,Red,5773,8914,1_KILL
1135875,BUILDING_KILL,0,Red,981,10441,TOWER_BUILDING
1185021,CHAMPION_KILL,4,Blue,11376,6150,8_KILL
1185120,ELITE_MONSTER_KILL,0,No team,4930,10371,RIFTHERALD
1186672,CHAMPION_KILL,4,Blue,11258,6388,10_KILL
1186672,CHAMPION_SPECIAL_KILL,4,Blue,11300,6436,KILL_MULTI
1188620,CHAMPION_KILL,4,Blue,11700,6803,7_KILL
1188620,CHAMPION_SPECIAL_KILL,4,Blue,11826,7009,KILL_MULTI
1209343,ELITE_MONSTER_KILL,2,Blue,9866,4416,DRAGON
1247735,CHAMPION_KILL,4,Blue,5664,5975,9_KILL
1247900,CHAMPION_KILL,9,Red,5703,6525,3_KILL
1248923,BUILDING_KILL,1,Blue,7943,13411,TOWER_BUILDING
1269154,CHAMPION_KILL,5,Blue,13694,8004,6_KILL
1297443,CHAMPION_KILL,5,Blue,13179,7696,7_KILL
1353804,CHAMPION_KILL,4,Blue,7528,9908,10_KILL
1390192,CHAMPION_KILL,1,Blue,7232,10658,9_KILL
1391678,CHAMPION_KILL,4,Blue,7501,10003,7_KILL
1393396,CHAMPION_KILL,4,Blue,7132,9494,6_KILL
1393396,CHAMPION_SPECIAL_KILL,4,Blue,7141,9144,KILL_MULTI
1395417,CHAMPION_KILL,4,Blue,7154,9111,8_KILL
1395417,CHAMPION_SPECIAL_KILL,4,Blue,7195,9075,KILL_MULTI
