timestamp,type,killerId,killerTeam,x,y,killType
158035,CHAMPION_KILL,9,Red,10354,1316,4_KILL
158035,CHAMPION_SPECIAL_KILL,9,Red,11261,1892,KILL_FIRST_BLOOD
223739,CHAMPION_KILL,3,Blue,8714,8375,9_KILL
279692,CHAMPION_KILL,7,Red,831,10337,1_KILL
281640,CHAMPION_KILL,1,Blue,890,11319,7_KILL
303113,CHAMPION_KILL,2,Blue,4332,14029,6_KILL
336933,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
360120,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
394968,CHAMPION_KILL,8,Red,13407,3506,5_KILL
419843,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
431838,CHAMPION_KILL,3,Blue,12572,1981,10_KILL
443599,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
559581,ELITE_MONSTER_KILL,7,Red,4506,10108,RIFTHERALD
601728,CHAMPION_KILL,2,Blue,1971,11637,6_KILL
604965,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
607706,CHAMPION_KILL,7,Red,1538,11668,2_KILL
611769,CHAMPION_KILL,7,Red,1976,11515,1_KILL
611769,CHAMPION_SPECIAL_KILL,7,Red,1746,11359,KILL_MULTI
616128,CHAMPION_KILL,3,Blue,1776,11300,7_KILL
617845,CHAMPION_KILL,7,Red,1349,11155,3_KILL
617845,CHAMPION_SPECIAL_KILL,7,Red,1776,11300,KILL_MULTI
619762,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
645133,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
648898,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
655506,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
672760,CHAMPION_KILL,1,Blue,4642,13316,6_KILL
687923,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
692515,CHAMPION_KILL,4,Blue,13117,3311,8_KILL
694860,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
716527,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
716527,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
716527,BUILDING_KILL,7,Red,10504,1029,TOWER_BUILDING
722570,CHAMPION_KILL,9,Red,12359,2717,3_KILL
723528,CHAMPION_KILL,3,Blue,12014,2958,9_KILL
756923,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
767987,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
767987,BUILDING_KILL,8,Red,5846,6396,TOWER_BUILDING
770002,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
771389,CHAMPION_KILL,4,Blue,6571,6733,10_KILL
771620,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
773073,CHAMPION_KILL,8,Red,6733,7033,4_KILL
780643,CHAMPION_KILL,7,Red,10484,5173,2_KILL
793294,CHAMPION_KILL,3,Blue,11471,7138,7_KILL
797290,CHAMPION_KILL,6,Red,844,10844,1_KILL
814430,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
819152,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
828894,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
828894,BUILDING_KILL,6,Red,981,10441,TOWER_BUILDING
829225,CHAMPION_KILL,9,Red,2564,7118,2_KILL
837878,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
866049,CHAMPION_KILL,3,Blue,1460,12156,9_KILL
868394,CHAMPION_KILL,1,Blue,1782,11752,10_KILL
898553,BUILDING_KILL,0,Blue,4318,13875,TOWER_BUILDING
904673,CHAMPION_KILL,7,Red,7939,1778,2_KILL
917917,CHAMPION_KILL,3,Blue,8330,2690,7_KILL
919832,CHAMPION_KILL,8,Red,8199,2576,4_KILL
921352,CHAMPION_KILL,3,Blue,8540,2416,8_KILL
921352,CHAMPION_SPECIAL_KILL,3,Blue,8338,2502,KILL_MULTI
969639,BUILDING_KILL,3,Blue,13866,4505,TOWER_BUILDING
976772,CHAMPION_KILL,4,Blue,5502,5726,9_KILL
976971,CHAMPION_KILL,9,Red,5529,5425,4_KILL
987805,CHAMPION_KILL,7,Red,6851,7330,2_KILL
1089188,CHAMPION_KILL,6,Red,12618,5572,3_KILL
1093911,CHAMPION_KILL,6,Red,11389,3810,2_KILL
1093911,CHAMPION_SPECIAL_KILL,6,Red,11342,3900,KILL_MULTI
1097214,CHAMPION_KILL,9,Red,10956,4475,5_KILL
1100782,CHAMPION_KILL,7,Red,10318,4986,1_KILL
1102730,ELITE_MONSTER_KILL,7,Red,9914,4461,DRAGON
1138074,BUILDING_KILL,8,Red,6919,1483,TOWER_BUILDING
1141418,CHAMPION_KILL,3,Blue,8519,2127,8_KILL
1145546,ELITE_MONSTER_KILL,7,Red,4610,9986,RIFTHERALD
1212792,CHAMPION_KILL,7,Red,4689,6921,3_KILL
1213155,CHAMPION_KILL,3,Blue,4744,7326,9_KILL
1219432,CHAMPION_KILL,4,Blue,5665,7446,7_KILL
1243476,CHAMPION_KILL,4,Blue,6167,10468,8_KILL
1248929,CHAMPION_KILL,6,Red,5834,8922,2_KILL
1251539,CHAMPION_KILL,6,Red,5915,8391,4_KILL
1251539,CHAMPION_SPECIAL_KILL,6,Red,5693,8766,KILL_MULTI
1257419,CHAMPION_KILL,6,Red,5703,8647,1_KILL
1257419,CHAMPION_SPECIAL_KILL,6,Red,5928,8662,KILL_MULTI
1291979,ELITE_MONSTER_KILL,7,Red,5007,10471,BARON_NASHOR
1310345,CHAMPION_KILL,9,Red,1404,7047,2_KILL
1330430,BUILDING_KILL,8,Red,5048,4812,TOWER_BUILDING
1367069,CHAMPION_KILL,8,Red,6219,2349,1_KILL
1368423,CHAMPION_KILL,3,Blue,6175,3058,10_KILL
1393471,CHAMPION_KILL,9,Red,3253,3654,5_KILL
1394132,BUILDING_KILL,7,Red,4281,1253,TOWER_BUILDING
1394991,CHAMPION_KILL,6,Red,2269,3589,2_KILL
1399186,CHAMPION_KILL,6,Red,3563,2642,4_KILL
1399186,CHAMPION_SPECIAL_KILL,6,Red,3552,2800,KILL_MULTI
1404966,BUILDING_KILL,6,Red,3651,3696,TOWER_BUILDING
1409193,BUILDING_KILL,6,Red,3203,3208,INHIBITOR_BUILDING
1413222,BUILDING_KILL,0,Red,3454,1241,INHIBITOR_BUILDING
1413321,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
1419533,BUILDING_KILL,8,Red,2177,1807,TOWER_BUILDING
1427624,BUILDING_KILL,6,Red,1748,2270,TOWER_BUILDING
1429111,CHAMPION_KILL,6,Red,2476,2146,3_KILL
1432061,CHAMPION_KILL,3,Blue,2385,2012,8_KILL
