timestamp,type,killerId,killerTeam,x,y,killType
132575,CHAMPION_KILL,10,Red,11975,2622,5_KILL
132575,CHAMPION_SPECIAL_KILL,10,Red,12055,2732,KILL_FIRST_BLOOD
135253,CHAMPION_KILL,4,Blue,12608,2699,9_KILL
143678,CHAMPION_KILL,3,Blue,11437,3633,10_KILL
178965,CHAMPION_KILL,8,Red,7441,7448,2_KILL
187381,CHAMPION_KILL,6,Red,1401,11429,1_KILL
225447,CHAMPION_KILL,3,Blue,3410,11659,7_KILL
240180,CHAMPION_KILL,8,Red,5189,9506,2_KILL
257099,CHAMPION_KILL,8,Red,6703,7015,3_KILL
289808,CHAMPION_KILL,7,Red,10313,866,5_KILL
296880,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
345722,CHAMPION_KILL,9,Red,11830,1536,5_KILL
380621,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
415740,CHAMPION_KILL,1,Blue,2418,12369,6_KILL
436501,CHAMPION_KILL,3,Blue,6668,6588,8_KILL
449716,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
468878,CHAMPION_KILL,5,Blue,12398,1425,9_KILL
479122,CHAMPION_KILL,3,Blue,11433,3103,10_KILL
500895,CHAMPION_KILL,8,Red,13549,3451,5_KILL
510907,CHAMPION_KILL,1,Blue,2337,11687,6_KILL
525877,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
547869,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
559783,CHAMPION_KILL,4,Blue,6764,7430,8_KILL
593477,CHAMPION_KILL,3,Blue,12440,2769,10_KILL
618061,CHAMPION_KILL,7,Red,13417,5204,3_KILL
620772,CHAMPION_KILL,4,Blue,13713,4926,9_KILL
622225,CHAMPION_KILL,7,Red,12900,2647,5_KILL
622225,CHAMPION_SPECIAL_KILL,7,Red,12904,3018,KILL_MULTI
635966,CHAMPION_KILL,7,Red,13532,7381,4_KILL
663481,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
671777,CHAMPION_KILL,8,Red,2394,13257,1_KILL
685750,CHAMPION_KILL,4,Blue,1647,10903,6_KILL
687996,CHAMPION_KILL,8,Red,1184,9073,2_KILL
697146,CHAMPION_KILL,3,Blue,12510,1241,9_KILL
723148,ELITE_MONSTER_KILL,7,Red,4751,10492,RIFTHERALD
774463,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
774827,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
774827,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
774827,BUILDING_KILL,7,Red,10504,1029,TOWER_BUILDING
787669,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
790379,BUILDING_KILL,7,Red,6919,1483,TOWER_BUILDING
792923,CHAMPION_KILL,3,Blue,4324,14056,6_KILL
796985,CHAMPION_KILL,9,Red,4493,1278,5_KILL
797646,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
804782,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
804782,BUILDING_KILL,0,Blue,4318,13875,TOWER_BUILDING
815518,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
820410,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
831015,CHAMPION_KILL,4,Blue,7515,7419,8_KILL
833659,CHAMPION_KILL,10,Red,6260,6791,3_KILL
835707,CHAMPION_KILL,10,Red,8125,8248,4_KILL
835707,CHAMPION_SPECIAL_KILL,10,Red,7904,8003,KILL_MULTI
840107,CHAMPION_KILL,5,Blue,6246,6833,7_KILL
878203,ELITE_MONSTER_KILL,2,Blue,9866,4414,DRAGON
916747,BUILDING_KILL,6,Red,981,10441,TOWER_BUILDING
918632,CHAMPION_KILL,4,Blue,7635,7684,10_KILL
936045,CHAMPION_KILL,3,Blue,3619,10405,6_KILL
950284,CHAMPION_KILL,3,Blue,9325,8987,9_KILL
952069,BUILDING_KILL,4,Blue,8955,8510,TOWER_BUILDING
953193,CHAMPION_KILL,3,Blue,8686,8269,7_KILL
953193,CHAMPION_SPECIAL_KILL,3,Blue,8818,8458,KILL_MULTI
1055283,CHAMPION_KILL,3,Blue,6264,8461,8_KILL
1062924,CHAMPION_KILL,4,Blue,5914,8506,7_KILL
1063156,CHAMPION_KILL,9,Red,5864,8504,4_KILL
1096234,CHAMPION_KILL,3,Blue,1533,7911,6_KILL
1117285,CHAMPION_KILL,3,Blue,8873,8206,10_KILL
1149537,BUILDING_KILL,0,Blue,7943,13411,TOWER_BUILDING
1185217,ELITE_MONSTER_KILL,0,No team,4930,10371,RIFTHERALD
1193515,ELITE_MONSTER_KILL,3,Blue,9897,4416,DRAGON
1251271,CHAMPION_KILL,3,Blue,8705,8648,7_KILL
1257054,CHAMPION_KILL,1,Blue,8454,8884,10_KILL
