timestamp,type,killerId,killerTeam,x,y,killType
149057,CHAMPION_KILL,1,Blue,3410,13680,6_KILL
149057,CHAMPION_SPECIAL_KILL,1,Blue,3311,13660,KILL_FIRST_BLOOD
208084,CHAMPION_KILL,3,Blue,6009,5590,8_KILL
234895,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
255378,CHAMPION_KILL,1,Blue,1484,12728,6_KILL
324064,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
328444,CHAMPION_KILL,2,Blue,10819,3546,10_KILL
335979,CHAMPION_KILL,1,Blue,12686,3225,9_KILL
351785,CHAMPION_KILL,8,Red,5420,6132,3_KILL
352223,CHAMPION_KILL,3,Blue,5924,5840,8_KILL
353087,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
359661,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
471914,ELITE_MONSTER_KILL,7,Red,9866,4416,DRAGON
476306,CHAMPION_KILL,9,Red,10026,4320,2_KILL
478337,CHAMPION_KILL,5,Blue,9436,4302,7_KILL
483986,CHAMPION_KILL,5,Blue,9669,3971,8_KILL
483986,CHAMPION_SPECIAL_KILL,5,Blue,9857,3986,KILL_MULTI
500240,CHAMPION_KILL,9,Red,13687,3928,3_KILL
502871,CHAMPION_KILL,4,Blue,13985,4344,9_KILL
531291,CHAMPION_KILL,10,Red,13748,3631,5_KILL
545592,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
566717,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
630936,CHAMPION_KILL,7,Red,8048,7811,3_KILL
640919,TURRET_PLATE_DESTROYED,0,Red,981,10441,TURRET_PLATE
650516,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
655949,CHAMPION_KILL,1,Blue,2187,12119,6_KILL
666798,CHAMPION_KILL,9,Red,8561,4681,4_KILL
679835,CHAMPION_KILL,3,Blue,7732,3619,7_KILL
680371,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
684576,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
688507,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
689239,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
692307,ELITE_MONSTER_KILL,2,Blue,4168,9769,RIFTHERALD
716508,CHAMPION_KILL,3,Blue,7684,6024,10_KILL
756851,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
768520,CHAMPION_KILL,1,Blue,1844,13558,6_KILL
774789,CHAMPION_KILL,7,Red,12520,5161,5_KILL
780666,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
780832,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
780832,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
780832,BUILDING_KILL,2,Blue,13866,4505,TOWER_BUILDING
795511,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
800912,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
801844,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
808842,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
808842,BUILDING_KILL,1,Blue,4318,13875,TOWER_BUILDING
810712,ELITE_MONSTER_KILL,7,Red,10286,4985,DRAGON
818185,CHAMPION_KILL,9,Red,9029,5485,2_KILL
821815,CHAMPION_KILL,9,Red,11175,4191,4_KILL
821815,CHAMPION_SPECIAL_KILL,9,Red,10949,4437,KILL_MULTI
827623,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
828557,CHAMPION_KILL,3,Blue,10699,5547,10_KILL
832356,CHAMPION_KILL,3,Blue,9965,5334,7_KILL
832356,CHAMPION_SPECIAL_KILL,3,Blue,10118,5292,KILL_MULTI
833323,CHAMPION_KILL,9,Red,10191,5486,3_KILL
835388,CHAMPION_KILL,8,Red,9372,6358,5_KILL
861892,BUILDING_KILL,9,Red,10504,1029,TOWER_BUILDING
934030,CHAMPION_KILL,1,Blue,5621,13958,6_KILL
1017335,CHAMPION_KILL,2,Blue,12328,2416,6_KILL
1041606,CHAMPION_KILL,7,Red,6381,5986,5_KILL
1049970,CHAMPION_KILL,10,Red,5404,5659,4_KILL
1054974,CHAMPION_KILL,1,Blue,6819,7215,10_KILL
1072220,CHAMPION_KILL,2,Blue,3288,10322,7_KILL
1093757,BUILDING_KILL,0,Red,5846,6396,TOWER_BUILDING
1143617,ELITE_MONSTER_KILL,2,Blue,9866,4414,DRAGON
1149290,CHAMPION_KILL,4,Blue,10392,2285,6_KILL
