timestamp,type,killerId,killerTeam,x,y,killType
305914,CHAMPION_KILL,1,Blue,4609,13440,6_KILL
305914,CHAMPION_SPECIAL_KILL,1,Blue,4684,13440,KILL_FIRST_BLOOD
306245,CHAMPION_KILL,6,Red,4684,13440,1_KILL
328473,CHAMPION_KILL,3,Blue,8674,8678,8_KILL
404140,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
462336,CHAMPION_KILL,8,Red,8474,8018,3_KILL
487439,CHAMPION_KILL,1,Blue,2775,12550,6_KILL
529685,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
530181,CHAMPION_KILL,3,Blue,6814,11466,7_KILL
538538,CHAMPION_KILL,2,Blue,7082,10978,6_KILL
592193,CHAMPION_KILL,8,Red,6586,7036,3_KILL
598931,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
616964,CHAMPION_KILL,9,Red,10036,1181,4_KILL
643221,CHAMPION_KILL,1,Blue,1111,11456,6_KILL
655378,TURRET_PLATE_DESTROYED,0,Red,10504,1029,TURRET_PLATE
661258,CHAMPION_KILL,9,Red,10261,1589,5_KILL
682890,CHAMPION_KILL,9,Red,10118,878,4_KILL
706144,CHAMPION_KILL,8,Red,7824,8427,3_KILL
707036,CHAMPION_KILL,2,Blue,13771,3343,10_KILL
727283,TURRET_PLATE_DESTROYED,0,Red,5846,6396,TURRET_PLATE
765996,ELITE_MONSTER_KILL,2,Blue,10136,4872,DRAGON
770389,TURRET_PLATE_DESTROYED,0,Blue,8955,8510,TURRET_PLATE
775838,CHAMPION_KILL,9,Red,11726,3414,4_KILL
780597,CHAMPION_KILL,3,Blue,11764,2292,7_KILL
784163,CHAMPION_KILL,2,Blue,12666,2327,10_KILL
785055,CHAMPION_KILL,9,Red,12463,1872,3_KILL
785055,CHAMPION_SPECIAL_KILL,9,Red,12620,1965,KILL_MULTI
787202,CHAMPION_KILL,2,Blue,12469,1418,9_KILL
787202,CHAMPION_SPECIAL_KILL,2,Blue,12444,1507,KILL_MULTI
810358,TURRET_PLATE_DESTROYED,0,Blue,4318,13875,TURRET_PLATE
820202,CHAMPION_KILL,2,Blue,14072,4297,8_KILL
830375,TURRET_PLATE_DESTROYED,0,Blue,13866,4505,TURRET_PLATE
853264,CHAMPION_KILL,2,Blue,9675,6451,10_KILL
861786,CHAMPION_KILL,1,Blue,2498,12024,6_KILL
943437,CHAMPION_KILL,3,Blue,14004,4058,7_KILL
946740,CHAMPION_KILL,8,Red,13831,3629,3_KILL
955858,CHAMPION_KILL,2,Blue,5504,8609,10_KILL
983632,ELITE_MONSTER_KILL,2,Blue,5208,9419,RIFTHERALD
989545,BUILDING_KILL,0,Red,10504,1029,TOWER_BUILDING
1015803,CHAMPION_KILL,8,Red,13960,3700,3_KILL
1043721,CHAMPION_KILL,2,Blue,12105,6589,8_KILL
1047222,CHAMPION_KILL,2,Blue,12361,7263,9_KILL
1047222,CHAMPION_SPECIAL_KILL,2,Blue,11727,7069,KILL_MULTI
1056997,CHAMPION_KILL,2,Blue,13341,7864,7_KILL
1056997,CHAMPION_SPECIAL_KILL,2,Blue,13236,7722,KILL_MULTI
1090324,BUILDING_KILL,2,Blue,8955,8510,TOWER_BUILDING
1109811,BUILDING_KILL,0,Blue,13866,4505,TOWER_BUILDING
1135013,CHAMPION_KILL,8,Red,9392,6334,2_KILL
1138249,CHAMPION_KILL,8,Red,7837,5888,5_KILL
1138249,CHAMPION_SPECIAL_KILL,8,Red,8701,6122,KILL_MULTI
1142946,CHAMPION_KILL,9,Red,7793,4779,4_KILL
1166364,ELITE_MONSTER_KILL,7,Red,9866,4414,DRAGON
1176603,BUILDING_KILL,10,Red,5846,6396,TOWER_BUILDING
1306983,CHAMPION_KILL,9,Red,7226,6950,3_KILL
1377794,CHAMPION_KILL,9,Red,5766,9071,3_KILL
1379710,CHAMPION_KILL,4,Blue,3514,6260,7_KILL
